date(shamsi),number of buy,number of sell,avg price buy,avg price sell
1402/03/16,0,2820,0,19570
1402/03/16,0,1519,0,19570
1402/03/16,0,1,0,19580
1402/03/16,0,98,0,19570
1402/03/16,0,2000,0,19570
1402/03/16,0,2901,0,19570
1402/03/16,0,5000,0,19560
1402/03/16,0,2974,0,19560
1402/03/16,0,1000,0,19560
1402/03/16,0,1026,0,19550
1402/03/16,0,5000,0,19550
1402/03/16,0,1272,0,19500
1402/03/16,0,7700,0,19500
1402/03/16,0,512,0,19500
1402/03/16,0,510,0,19500
1402/03/16,0,6,0,19500
1402/03/16,0,264,0,18950
1402/03/16,0,4736,0,18940
1402/03/16,0,5000,0,18830
1402/03/16,0,5000,0,18770
1402/03/16,0,5000,0,18800
1402/03/16,0,10000,0,18800
1402/03/16,0,10000,0,7860
1402/03/16,0,10,0,433008
1402/03/16,0,190,0,433008
1402/03/16,0,1520,0,16422
1402/03/16,0,1250,0,16422
1402/03/16,0,2230,0,16422
1402/03/16,0,2000,0,16470
1402/03/16,0,230,0,16465
1402/03/16,0,507,0,16465
1402/03/16,0,1000,0,16460
1402/03/16,0,1263,0,16458
1402/03/16,0,5000,0,16451
1402/03/16,0,310,0,16450
1402/03/16,0,1165,0,16435
1402/03/16,0,1737,0,16433
1402/03/16,0,1788,0,16432
1402/03/16,0,340,0,16450
1402/03/16,0,212,0,16432
1402/03/16,0,4448,0,16430
1402/03/16,0,500,0,16461
1402/03/16,0,370,0,16461
1402/03/16,0,3035,0,16450
1402/03/16,0,1095,0,16450
1402/03/16,0,1000,0,16461
1402/03/16,0,500,0,16460
1402/03/16,0,726,0,16450
1402/03/16,0,1000,0,16440
1402/03/16,0,1000,0,16430
1402/03/16,0,774,0,16430
1402/03/16,0,500,0,16450
1402/03/16,0,14615,0,16450
1402/03/16,0,4885,0,16450
1402/03/16,0,500,0,16460
1402/03/16,0,4223,0,16450
1402/03/16,0,277,0,16450
1402/03/16,0,1000,0,16441
1402/03/16,0,500,0,16440
1402/03/16,0,1822,0,16440
1402/03/16,0,1000,0,16440
1402/03/16,0,1000,0,16440
1402/03/16,0,310,0,16440
1402/03/16,0,1300,0,16433
1402/03/16,0,1000,0,16432
1402/03/16,0,607,0,16432
1402/03/16,0,2512,0,16432
1402/03/16,0,544,0,16431
1402/03/16,0,1000,0,16431
1402/03/16,0,1000,0,16431
1402/03/16,0,6405,0,16430
1402/03/20,0,35,0,196800
1402/03/20,0,33,0,196450
1402/03/20,0,6,0,196450
1402/03/20,0,865,0,196425
1402/03/20,0,1000,0,196424
1402/03/20,0,61,0,196425
1402/03/21,0,1240,0,18870
1402/03/21,0,5000,0,18870
1402/03/21,0,2741,0,18860
1402/03/21,0,5000,0,18860
1402/03/21,0,2000,0,18860
1402/03/21,0,1700,0,18850
1402/03/21,0,1995,0,18850
1402/03/21,0,416,0,413101
1402/03/21,0,5000,0,11620
1402/03/21,0,5000,0,11620
1402/03/21,0,10000,0,11630
1402/03/21,0,10000,0,11630
1402/03/23,0,1000,0,189590
1402/03/23,0,1000,0,190356
1402/03/23,0,200,0,191296
1402/03/23,0,22,0,191296
1402/03/23,0,20,0,191296
1402/03/23,0,52,0,191296
1402/03/23,0,500,0,191296
1402/03/23,0,206,0,191296
1402/05/02,0,61,0,389200
1402/05/02,0,13,0,388835
1402/05/02,0,5,0,388835
1402/05/02,0,46,0,388835
1402/05/02,0,170,0,388835
1402/05/02,0,50,0,388835
1402/05/02,0,655,0,388835
1402/05/02,0,278,0,181700
1402/05/02,0,553,0,181206
1402/05/02,0,20000,0,10770
1402/05/02,0,20000,0,10760
1402/05/14,0,1537,0,17140
1402/05/14,0,5000,0,17130
1402/05/14,0,1,0,17130
1402/05/14,0,10000,0,17130
1402/05/14,0,10000,0,17130
1402/05/14,0,9500,0,17130
1402/05/14,0,55,0,181000
1402/05/14,0,5,0,180889
1402/05/14,0,109,0,178406
1402/05/14,0,1000,0,178433
1402/05/14,0,2000,0,10980
1402/05/14,0,3000,0,10980
1402/05/14,0,5000,0,10980
1402/05/15,0,500,0,17410
1402/05/15,0,2983,0,17410
1402/05/15,0,60,0,17410
1402/05/15,0,300,0,17410
1402/05/15,0,290,0,17410
1402/05/15,0,50000,0,10970
1402/05/15,0,6828,0,10970
1402/05/16,0,9702,0,17470
1402/05/16,0,1439,0,17470
1402/05/16,0,30,0,180000
1402/05/16,0,30,0,180000
1402/05/16,0,940,0,180000
1402/05/21,0,10000,0,5820
1402/05/21,0,10000,0,5800
1402/05/21,0,9900,0,5810
1402/05/21,0,100,0,5810
1402/05/28,0,20000,0,5480
1402/05/28,0,5738,0,5480
1402/05/28,0,1391,0,5480
1402/05/28,0,5000,0,5480
1402/05/28,0,18587,0,5480
